Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar,Temperature
1/1/1994,32.5,25.7588996887207,184,26.225,11.352,0.90808704,2.18181178567177,0.581394291814877,14.59625562,18.7885
1/2/1994,32.5,25.7588996887207,184,16.446,9.79000000000002,2.7053825832,2.52692339851063,0.714873800332509,4.52992824,13.118
1/3/1994,32.5,25.7588996887207,184,20.048,4.40100000000001,0,1.54500273178254,0.698916485756362,15.83212428,12.2245
1/4/1994,32.5,25.7588996887207,184,19.01,2.59399999999999,0,1.6196872954801,0.716556970457837,15.5813652,10.802
1/5/1994,32.5,25.7588996887207,184,19.455,6.11099999999999,0,1.73084953482954,0.710622176849717,15.91396992,12.783
1/6/1994,32.5,25.7588996887207,184,21.185,5.04700000000003,0,1.47774801725811,0.583412400635626,16.1849286,13.116
1/7/1994,32.5,25.7588996887207,184,23.162,-1.00099999999998,0,0.962906514065018,0.613494896582657,16.30018836,11.0805
1/8/1994,32.5,25.7588996887207,184,25.124,2.827,0,1.16225888531113,0.524165910708944,16.12743804,13.9755
1/9/1994,32.5,25.7588996887207,184,25.53,2.16000000000003,0,0.998630022312427,0.529037754758402,14.9911893,13.845
1/10/1994,32.5,25.7588996887207,184,27.188,5.53800000000001,0,1.0816318099879,0.532256032589488,14.0039442,16.363
1/11/1994,32.5,25.7588996887207,184,21.157,7.94,0,2.12525490542571,0.420934427625624,16.48423422,14.5485
1/12/1994,32.5,25.7588996887207,184,23.156,3.60500000000002,0,1.00277392834267,0.65700976036848,16.52052168,13.3805
1/13/1994,32.5,25.7588996887207,184,26.376,2.80099999999999,0,1.22593068626426,0.59536563339866,15.50041956,14.5885
1/14/1994,32.5,25.7588996887207,184,18.673,6.90899999999999,0,2.48222658332826,0.305390784127416,15.3685656,12.791
1/15/1994,32.5,25.7588996887207,184,17.86,5.83199999999999,0,2.33183288614203,0.477667626768902,16.6541679,11.846
1/16/1994,32.5,25.7588996887207,184,17.817,3.05700000000002,0,1.48403528693037,0.745321063002821,16.76520036,10.437
1/17/1994,32.5,25.7588996887207,184,20.979,2.30599999999998,0,1.32049234274061,0.710276847800633,17.053875,11.6425
1/18/1994,32.5,25.7588996887207,184,24.629,0.51400000000001,0,1.18620234222845,0.65803827076267,17.14443768,12.5715
1/19/1994,32.5,25.7588996887207,184,26.409,0.630999999999972,0,1.15220054939689,0.56510983144831,17.091621,13.52
1/20/1994,32.5,25.7588996887207,184,28.169,3.78399999999999,0,1.16003555023696,0.421615299779741,17.3697741,15.9765
1/21/1994,32.5,25.7588996887207,184,28.417,3.822,0,1.00507101896037,0.298191947247929,16.942392,16.1195
1/22/1994,32.5,25.7588996887207,184,26.447,9.88600000000002,0,1.96343478863629,0.286196343609897,17.02446498,18.1665
1/23/1994,32.5,25.7588996887207,184,21.08,9.60199999999998,0,2.05182561970828,0.499333835905362,16.3193076,15.341
1/24/1994,32.5,25.7588996887207,184,18.719,7.30200000000002,0,2.02699495836435,0.61226057026877,16.9756326,13.0105
1/25/1994,32.5,25.7588996887207,184,20.423,5.82100000000003,0,1.55095005730138,0.588198191058203,16.04148948,13.122
1/26/1994,32.5,25.7588996887207,184,22.716,3.04500000000002,0,0.960175968377349,0.593247907414205,17.18015382,12.8805
1/27/1994,32.5,25.7588996887207,184,23.814,5.89800000000002,0,1.20203075480935,0.698727027622533,14.081508,14.856
1/28/1994,32.5,25.7588996887207,184,25.606,10.927,0,1.57311856800579,0.62859276928138,14.83554186,18.2665
1/29/1994,32.5,25.7588996887207,184,19.279,6.572,0,1.7528737982454,0.528853156679181,18.24159402,12.9255
1/30/1994,32.5,25.7588996887207,184,18.521,3.988,0,1.45217586036912,0.694690590029107,18.40382244,11.2545
1/31/1994,32.5,25.7588996887207,184,15.968,5.05599999999998,0,2.36885500414916,0.501942509518643,18.87204114,10.512
2/1/1994,32.5,25.7588996887207,184,14.605,1.94200000000001,0,1.92311131442468,0.563853244547746,18.8878473,8.27350000000001
2/2/1994,32.5,25.7588996887207,184,18.634,4.29500000000002,0,2.0727944046647,0.536647846252514,17.46933444,11.4645
2/3/1994,32.5,25.7588996887207,184,19.023,3.82600000000002,0,1.93709160506731,0.60635868218189,19.3662486,11.4245
2/4/1994,32.5,25.7588996887207,184,21.535,3.22399999999999,0,1.50335490584615,0.523836107390512,19.38734604,12.3795
2/5/1994,32.5,25.7588996887207,184,21.628,5.27699999999999,0,1.78304196329871,0.429000267816908,19.7765451,13.4525
2/6/1994,32.5,25.7588996887207,184,25.147,-2.089,0,0.89950396086672,0.630264210598861,19.89787734,11.529
2/7/1994,32.5,25.7588996887207,184,27.891,2.72800000000001,0,1.36487510162715,0.426982285006848,19.3974759,15.3095
2/8/1994,32.5,25.7588996887207,184,20.18,4.89299999999997,0,2.17790735303075,0.283824405182289,20.50233336,12.5365
2/9/1994,32.5,25.7588996887207,184,21.197,2.65899999999999,0,1.64552079018632,0.203076432674267,20.88263898,11.928
2/10/1994,32.5,25.7588996887207,184,22.655,2.46699999999998,0,1.65808743562126,0.168015658946021,21.017251728,12.561
2/11/1994,32.5,25.7588996887207,184,19.036,3.46499999999998,0,1.91189505586917,0.240171784775957,20.838938472,11.2505
2/12/1994,32.5,25.7588996887207,184,20.844,2.45400000000001,0,1.53455098594887,0.452318879357139,20.476244592,11.649
2/13/1994,32.5,25.7588996887207,184,19.993,0.295999999999992,0,1.67731625741118,0.517392850309834,20.85930144,10.1445
2/14/1994,32.5,25.7588996887207,184,21.462,2.31400000000002,0,1.83733995651644,0.435140100684303,20.957282352,11.888
2/15/1994,32.5,25.7588996887207,184,21.801,5.01499999999999,0,2.02610712539887,0.371878461811613,21.2956299,13.408
2/16/1994,32.5,25.7588996887207,184,22.134,5.11200000000002,0,2.06398565293703,0.303910421943899,21.36448386,13.623
2/17/1994,32.5,25.7588996887207,184,22.916,3.846,0,1.72789839027617,0.447623909455114,21.28129146,13.381
2/18/1994,32.5,25.7588996887207,184,26.142,0.12700000000001,0,1.29682162414441,0.584319015472482,21.36757896,13.1345
2/19/1994,32.5,25.7588996887207,184,28.63,-1.05099999999999,0,0.817032794045841,0.523222174680193,21.769366392,13.7895
2/20/1994,32.5,25.7588996887207,184,30.195,2.77499999999998,0,1.30603733538225,0.424008345843219,21.22397064,16.485
2/21/1994,32.5,25.7588996887207,184,22.464,9.66899999999998,0,2.85862813273761,0.291404586035029,21.4629723,16.0665
2/22/1994,32.5,25.7588996887207,184,21.379,3.49099999999999,0,1.71697901306192,0.46911123462455,22.15793826,12.435
2/23/1994,32.5,25.7588996887207,184,19.294,4.12900000000002,0,2.20528538514156,0.454116451252952,22.204915992,11.7115
2/24/1994,32.5,25.7588996887207,184,21.133,4.18799999999999,0,1.66557998283167,0.5772535798718,22.263299928,12.6605
2/25/1994,32.5,25.7588996887207,184,23.286,2.66199999999998,0,1.63940630500519,0.479936919144696,22.75115436,12.974
2/26/1994,32.5,25.7588996887207,184,25.569,4.36399999999998,0,1.87606360032311,0.308293362859149,23.22140472,14.9665
2/27/1994,32.5,25.7588996887207,184,22.035,7.62,0,2.5400906503365,0.335141065027932,23.257123272,14.8275
2/28/1994,32.5,25.7588996887207,184,22.09,5.15199999999999,0,1.69858594631346,0.486202162168328,23.17578786,13.621
3/1/1994,32.5,25.7588996887207,184,26.261,2.673,0,1.23634722924189,0.458879944040149,23.420033712,14.467
3/2/1994,32.5,25.7588996887207,184,27.615,2.18299999999999,0,1.19175778010228,0.523496281773379,23.83487316,14.899
3/3/1994,32.5,25.7588996887207,184,29.039,1.65600000000001,0,1.45073722431036,0.318321326858568,24.153189912,15.3475
3/4/1994,32.5,25.7588996887207,184,29.476,5.02800000000002,0,1.65907348341787,0.26223339784994,24.000692472,17.252
3/5/1994,32.5,25.7588996887207,184,28.894,8.584,0,1.84054510423934,0.261044191550113,24.321995928,18.739
3/6/1994,32.5,25.7588996887207,184,25.273,6.66899999999998,0,2.07374730753704,0.345748456956234,23.68057626,15.971
3/7/1994,32.5,25.7588996887207,184,22.128,4.04300000000001,0,1.86854768853598,0.370358244486009,24.292349928,13.0855
3/8/1994,32.5,25.7588996887207,184,27.64,-0.637999999999977,0,0.890000166512102,0.372033427297134,22.510737792,13.501
3/9/1994,32.5,25.7588996887207,184,22.779,8.22000000000003,0,2.51502356189702,0.353286154689211,23.773729392,15.4995
3/10/1994,32.5,25.7588996887207,184,22.255,4.79500000000002,0,1.71421371926765,0.473711568196405,24.736501728,13.525
3/11/1994,32.5,25.7588996887207,184,19.114,4.41199999999998,0,2.57082286929293,0.410052511941095,25.003012032,11.763
3/12/1994,32.5,25.7588996887207,184,18.497,4.20499999999998,0,2.02873614405851,0.643153835636279,24.559314552,11.351
3/13/1994,32.5,25.7588996887207,184,20.803,3.86399999999998,0,1.64824352512835,0.5536609593717,25.10364096,12.3335
3/14/1994,32.5,25.7588996887207,184,22.289,3.81599999999997,0,1.70491403086875,0.518643594361672,25.52315094,13.0525
3/15/1994,32.5,25.7588996887207,184,22.431,2.41699999999997,0,2.31047344840058,0.403324292922912,25.15770126,12.424
3/16/1994,32.5,25.7588996887207,184,24.025,5.39100000000002,0,1.94318637858058,0.485037088343924,25.65522846,14.708
3/17/1994,32.5,25.7588996887207,184,29.25,0.149000000000001,0,0.896362119044478,0.505927978388005,26.08245324,14.6995
3/18/1994,32.5,25.7588996887207,184,32.052,2.37599999999998,0,0.967557112876936,0.542894987313799,25.30822464,17.214
3/19/1994,32.5,25.7588996887207,184,34.385,10.975,0,1.30887713817561,0.24155178438704,25.253891712,22.68
3/20/1994,32.5,25.7588996887207,184,27.317,12.193,0,2.62175997371218,0.287852853106805,26.27932212,19.755
3/21/1994,32.5,25.7588996887207,184,24.632,9.66500000000002,0,2.68718437457703,0.327963316571731,26.5947282,17.1485
3/22/1994,32.5,25.7588996887207,184,26.551,6.86200000000002,0,2.22635139128058,0.321803984249206,26.6167134,16.7065
3/23/1994,32.5,25.7588996887207,184,26.74,7.06700000000001,0,2.19675346692319,0.326110546671515,26.82152388,16.9035
3/24/1994,32.5,25.7588996887207,184,25.558,8.07999999999998,0,2.54313065411995,0.310831770137323,26.86049712,16.819
3/25/1994,32.5,25.7588996887207,184,22.66,7.358,0,2.32856604844537,0.417924252819318,26.25333624,15.009
3/26/1994,32.5,25.7588996887207,184,25.644,5.17200000000003,0,1.67321678666443,0.486937019321578,26.6326866,15.408
3/27/1994,32.5,25.7588996887207,184,29.477,5.43599999999998,0,1.10403993830174,0.522239888088749,26.75345904,17.4565
3/28/1994,32.5,25.7588996887207,184,32.363,2.90899999999999,0,0.686713558680735,0.5451683104914,27.22629681,17.636
3/29/1994,32.5,25.7588996887207,184,34.194,4.09800000000001,0,1.03317893761485,0.412901273777836,26.93784204,19.146
3/30/1994,32.5,25.7588996887207,184,29.852,12.327,0,2.23659093038575,0.287696720010596,27.60300261,21.0895
3/31/1994,32.5,25.7588996887207,184,25.857,9.27699999999999,0,2.26678288856273,0.470179974256403,27.41484573,17.567
4/1/1994,32.5,25.7588996887207,184,23.69,4.24900000000002,0,1.73258003862354,0.410724489529863,27.90832725,13.9695
4/2/1994,32.5,25.7588996887207,184,26.866,5.10599999999999,0,1.60477397567467,0.428399303718942,27.65514213,15.986
4/3/1994,32.5,25.7588996887207,184,30.783,8.91699999999997,0,1.4179672435135,0.293339362719146,26.04644901,19.85
4/4/1994,32.5,25.7588996887207,184,32.502,7.79700000000003,0,1.46689046903863,0.225080795250796,28.34538606,20.1495
4/5/1994,32.5,25.7588996887207,184,37.261,5.95999999999998,0,1.00769799277178,0.342399951072656,28.15351983,21.6105
4/6/1994,32.5,25.7588996887207,184,34.564,11.55,0,2.24223886268232,0.15814350293531,22.36213179,23.057
4/7/1994,32.5,25.7588996887207,184,29.29,18.764,0,2.70469310100369,0.177648768739215,13.55248116,24.027
4/8/1994,32.5,25.7588996887207,184,28.942,14.352,0,2.35376661448437,0.266852371220164,23.96334222,21.647
4/9/1994,32.5,25.7588996887207,184,30.089,9.80200000000002,0,2.25034445469251,0.242828849023581,28.92825063,19.9455
4/10/1994,32.5,25.7588996887207,184,31.953,10.837,0,1.83603835177621,0.176747692478452,28.84297068,21.395
4/11/1994,32.5,25.7588996887207,184,34.117,10.067,0,2.12550724361495,0.123860678397421,24.908281992,22.092
4/12/1994,32.5,25.7588996887207,184,34.464,14.041,0,1.96103062058163,0.13341670584435,28.508461632,24.2525
4/13/1994,32.5,25.7588996887207,184,34.74,13.899,0,2.39233301951772,0.15286777408228,29.395691352,24.3195
4/14/1994,32.5,25.7588996887207,184,34.503,14.867,0,2.35412446052637,0.114454717478678,29.807658288,24.685
4/15/1994,32.5,25.7588996887207,184,36.178,14.582,0,1.62951752580143,0.230730886055032,29.004805512,25.38
4/16/1994,32.5,25.7588996887207,184,36.477,9.69400000000002,0,1.33106082487007,0.252925705455241,29.162083392,23.0855
4/17/1994,32.5,25.7588996887207,184,39.142,7.71800000000002,0,0.913433748313993,0.255447103074742,29.262553128,23.43
4/18/1994,32.5,25.7588996887207,184,39.141,6.93200000000002,0,0.843057322555131,0.463853916896745,29.33966286,23.0365
4/19/1994,32.5,25.7588996887207,184,41.423,10.201,0,1.13286287794755,0.311262917650738,29.130025392,25.812
4/20/1994,32.5,25.7588996887207,184,40.946,15.556,0,1.54368325833782,0.211724569868982,27.32675364,28.251
4/21/1994,32.5,25.7588996887207,184,41.643,14.768,0,1.4070626600612,0.350988107607243,28.79083188,28.2055
4/22/1994,32.5,25.7588996887207,184,40.895,17.061,0,2.35700562453913,0.228387035313072,27.5546223,28.978
4/23/1994,32.5,25.7588996887207,184,37.04,15.139,0.090980676,2.25399612899654,0.235084622849183,26.40459942,26.0895
4/24/1994,32.5,25.7588996887207,184,30.865,17.364,0.0102996792,2.8273952991969,0.212582526744233,25.56866448,24.1145
4/25/1994,32.5,25.7588996887207,184,29.261,12.161,0,2.4936873823859,0.268401292115063,30.00909366,20.711
4/26/1994,32.5,25.7588996887207,184,30.401,9.64400000000001,0,1.68865040261826,0.224040043695102,30.16687266,20.0225
4/27/1994,32.5,25.7588996887207,184,34.883,13.508,0,1.14828768261738,0.257070159686922,25.94413188,24.1955
4/28/1994,32.5,25.7588996887207,184,37.341,12.032,0,1.46352583277072,0.29102802717456,25.84012914,24.6865
4/29/1994,32.5,25.7588996887207,184,31.835,17.493,0,2.87198656074177,0.209712843566769,27.48369618,24.664
4/30/1994,32.5,25.7588996887207,184,32.022,12.779,0,2.10118595572369,0.265870100946454,30.132513648,22.4005
