"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/1994","112.5","37.9357986450195","794","0.966999999999985","-8.78699999999998","0","2.51940057840206","0.457801903042117","9.7451406",
"1/2/1994","112.5","37.9357986450195","794","2.27800000000002","-7.18799999999999","0.096130368","2.31605535974874","0.540020752289759","5.0360652",
"1/3/1994","112.5","37.9357986450195","794","3.87900000000002","-7.041","0","2.66002041907851","0.43888320397539","9.59163048",
"1/4/1994","112.5","37.9357986450195","794","2.935","-6.62700000000001","0","2.02763071075414","0.411999253679191","7.83208404",
"1/5/1994","112.5","37.9357986450195","794","3.11399999999998","-5.70299999999997","0","4.5337168200298","0.36538731802724","9.6869754",
"1/6/1994","112.5","37.9357986450195","794","0.110000000000014","-8.262","0","2.9738124422845","0.32415868701695","9.776925",
"1/7/1994","112.5","37.9357986450195","794","3.21800000000002","-8.66300000000001","0","3.39777486170833","0.405689995246683","9.86596488",
"1/8/1994","112.5","37.9357986450195","794","5.548","-5.23599999999999","0","3.63713580760808","0.41493545345006","10.00243152",
"1/9/1994","112.5","37.9357986450195","794","5.447","-5.58499999999998","0","2.57823541545303","0.369607617951229","10.06278768",
"1/10/1994","112.5","37.9357986450195","794","2.54700000000003","-7.51400000000001","0","1.38359972817799","0.497154349946934","10.0218906",
"1/11/1994","112.5","37.9357986450195","794","4.899","-7.51100000000002","0","2.23744502260415","0.529977759067251","9.901854",
"1/12/1994","112.5","37.9357986450195","794","1.49400000000003","-6.74400000000003","0","2.92991768712112","0.380848978635592","10.38948192",
"1/13/1994","112.5","37.9357986450195","794","2.00900000000001","-8.45400000000001","0","2.59305517876957","0.422970694765643","10.3850478",
"1/14/1994","112.5","37.9357986450195","794","3.56599999999997","-7.83499999999998","0","3.29915443268583","0.5204272851073","10.5303942",
"1/15/1994","112.5","37.9357986450195","794","5.70600000000002","-6.72399999999999","0.0377654904","2.00455226274615","0.514581098097751","10.49135445",
"1/16/1994","112.5","37.9357986450195","794","0.365000000000009","-5.32299999999998","0.05493168","3.73685951536813","0.372252838205454","6.42127977",
"1/17/1994","112.5","37.9357986450195","794","-3.74599999999998","-9.91899999999998","0","3.02610912757272","0.156380473928971","9.61322985",
"1/18/1994","112.5","37.9357986450195","794","-7.18200000000002","-14.823","0","1.88025747895679","0.175794296641409","11.61809235",
"1/19/1994","112.5","37.9357986450195","794","-4.524","-14.999","0","2.41756881711031","0.152363064612501","11.4770304",
"1/20/1994","112.5","37.9357986450195","794","-6.19799999999998","-15.151","0","3.9883936465728","0.294935519961343","11.56994973",
"1/21/1994","112.5","37.9357986450195","794","-2.221","-13.753","0","4.13417754393879","0.336124568234191","11.53895535",
"1/22/1994","112.5","37.9357986450195","794","-1.19299999999998","-12.331","0","4.07206938158082","0.345070528387886","11.78932968",
"1/23/1994","112.5","37.9357986450195","794","0.170000000000016","-12.428","0","2.84438784195908","0.27334072248272","11.82633777",
"1/24/1994","112.5","37.9357986450195","794","-0.447000000000003","-9.72899999999999","0","3.83832362188596","0.329862854036078","11.93518242",
"1/25/1994","112.5","37.9357986450195","794","3.44900000000001","-7.99900000000002","0","4.3221758272511","0.320560538564631","11.61348498",
"1/26/1994","112.5","37.9357986450195","794","-2.66000000000003","-12.72","0","2.3911217646162","0.323752541582797","12.40340733",
"1/27/1994","112.5","37.9357986450195","794","-0.336000000000013","-11.508","0","4.53806375566345","0.297763361310441","12.18724182",
"1/28/1994","112.5","37.9357986450195","794","-0.538000000000011","-12.249","0","1.84497331410479","0.37986482014902","12.38034465",
"1/29/1994","112.5","37.9357986450195","794","2.48200000000003","-10.999","0.00686646","1.86096002891613","0.334767114600649","12.3507567",
"1/30/1994","112.5","37.9357986450195","794","3.178","-6.53500000000003","0.758742912","2.796328174365","0.6093732838506","12.23106228",
"1/31/1994","112.5","37.9357986450195","794","3.58300000000003","-6.22000000000003","0","2.06253933869638","0.343983126194764","10.80449505",
"2/1/1994","112.5","37.9357986450195","794","0.259000000000015","-7.38200000000001","0","2.81744681226342","0.374052698353295","13.04150445",
