"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/1994","-115","36.0624008178711","517","12.436","1.52199999999999","0","1.38893699237646","0.357774151035477","10.68783786",
"1/2/1994","-115","36.0624008178711","517","11.812","3.404","0","2.34657576747736","0.468467203619139","10.83554856",
"1/3/1994","-115","36.0624008178711","517","14.663","3.452","0","1.57389949486068","0.353083425887828","11.41706304",
"1/4/1994","-115","36.0624008178711","517","16.518","4.34199999999998","0","1.51866503831876","0.327196842114747","9.81422298",
"1/5/1994","-115","36.0624008178711","517","15.553","5.88299999999998","0","2.4512259699587","0.351460217262164","11.49109074",
"1/6/1994","-115","36.0624008178711","517","9.23399999999998","1.54599999999999","0","3.16598889154469","0.345812602055254","11.861887068",
"1/7/1994","-115","36.0624008178711","517","7.46199999999999","-1.21899999999999","0","1.80318440585441","0.382366439393731","11.713836168",
"1/8/1994","-115","36.0624008178711","517","10.453","0.007000000000005","0","1.33856363805669","0.325325131271703","11.82155436",
"1/9/1994","-115","36.0624008178711","517","10.003","0.194000000000017","0","1.90374735631508","0.354143587488288","11.87797626",
"1/10/1994","-115","36.0624008178711","517","8.35899999999998","0.218999999999994","0","2.6039226275722","0.551780487022569","11.92730742",
"1/11/1994","-115","36.0624008178711","517","9.86900000000003","-0.620000000000005","0","2.05360624075624","0.48819757017873","11.95661052",
"1/12/1994","-115","36.0624008178711","517","10.42","0.732000000000028","0","3.19503816418438","0.523412093464458","11.97332046",
"1/13/1994","-115","36.0624008178711","517","13.084","2.30000000000001","0","3.08048936526996","0.515218123066582","11.667031308",
"1/14/1994","-115","36.0624008178711","517","12.809","3.68299999999999","0","2.88378065575699","0.558181415594865","11.7497835",
"1/15/1994","-115","36.0624008178711","517","14.4","4.904","0","1.88103919575803","0.478172376572726","11.911216572",
"1/16/1994","-115","36.0624008178711","517","13.291","4.66300000000001","0","2.46679288569549","0.424982572749463","12.41527698",
"1/17/1994","-115","36.0624008178711","517","13.673","2.923","0","2.36227238431522","0.337519672820218","12.39041034",
"1/18/1994","-115","36.0624008178711","517","14.723","4.24400000000003","0","2.50775033748888","0.368646876959501","12.66497244",
"1/19/1994","-115","36.0624008178711","517","16.339","4.31700000000001","0","1.51828200694796","0.308239287108112","12.740850648",
"1/20/1994","-115","36.0624008178711","517","16.376","4.80700000000002","0","1.50486141830597","0.353154450941199","12.83827482",
"1/21/1994","-115","36.0624008178711","517","15.968","4.471","0","1.45922512234253","0.334303591693489","12.80064168",
"1/22/1994","-115","36.0624008178711","517","16.501","5.54199999999997","0","1.31531729965716","0.29608971500502","12.5298567",
"1/23/1994","-115","36.0624008178711","517","17.612","3.47500000000002","0","1.85837998590323","0.271293141560915","12.62244294",
"1/24/1994","-115","36.0624008178711","517","15.453","3.613","0","2.69878328699647","0.449221619425428","12.88159182",
"1/25/1994","-115","36.0624008178711","517","8.243","2.411","6.238174284","2.76916983246895","0.581731064650748","6.80917428",
"1/26/1994","-115","36.0624008178711","517","10.06","0.240000000000009","0","1.87611592692272","0.565747258930887","13.41635931",
"1/27/1994","-115","36.0624008178711","517","8.42099999999999","0.920999999999992","0.065231352","1.36667891682955","0.498262378961104","11.702925",
"1/28/1994","-115","36.0624008178711","517","9.23899999999998","-0.571000000000026","0","2.07288702908993","0.575987153225763","13.617279",
"1/29/1994","-115","36.0624008178711","517","10.245","-0.343000000000018","0","2.2534539829756","0.527662242359235","13.95387882",
"1/30/1994","-115","36.0624008178711","517","10.67","0.156000000000006","0.00686646","3.06240429203692","0.419463112154977","13.67471106",
"1/31/1994","-115","36.0624008178711","517","3.81799999999998","-2.66800000000001","0","2.91428265574977","0.350881703338087","14.72990274",
"2/1/1994","-115","36.0624008178711","517","4.50299999999999","-3.45299999999997","0","2.51904720385377","0.350165855256361","13.17037896",
"2/2/1994","-115","36.0624008178711","517","6.822","-1.22000000000003","0","1.59793071260949","0.339342618622769","10.53168795",
"2/3/1994","-115","36.0624008178711","517","10.427","-0.718000000000018","0.6523125048","1.45566677552871","0.297733291148133","13.360218732",
"2/4/1994","-115","36.0624008178711","517","4.54700000000003","1.27800000000002","10.433576952","1.70952295672712","0.868906060926214","4.72100544",
"2/5/1994","-115","36.0624008178711","517","8.90800000000002","0.593000000000018","0.0137329128","1.77802325411985","0.742642026050291","14.33581767",
"2/6/1994","-115","36.0624008178711","517","10.942","0.480000000000018","0","1.38502827074221","0.650022147166162","14.21369937",
"2/7/1994","-115","36.0624008178711","517","7.80399999999997","3.66899999999998","13.331219652","3.34796152406187","0.775797523461659","4.026880728",
"2/8/1994","-115","36.0624008178711","517","8.09100000000001","4.09500000000003","2.288246508","3.42396454409945","0.7999783853642","4.10332167",
"2/9/1994","-115","36.0624008178711","517","11.172","1.75599999999997","0","1.6081029805594","0.678867175197024","15.36850944",
"2/10/1994","-115","36.0624008178711","517","14.207","1.71899999999999","0","3.49560316739668","0.598308896034938","15.346856592",
"2/11/1994","-115","36.0624008178711","517","10.426","1.87599999999998","0.573348672","4.5823672035153","0.470822450272044","15.44141322",
"2/12/1994","-115","36.0624008178711","517","7.22300000000001","-1.065","0","3.10336829412808","0.417717064475888","16.594928712",
"2/13/1994","-115","36.0624008178711","517","9.553","-1.10700000000003","0","2.59031408123756","0.426527562889992","16.13835036",
"2/14/1994","-115","36.0624008178711","517","12.588","1.19299999999998","0","1.92340803432312","0.418405585950606","16.40047428",
"2/15/1994","-115","36.0624008178711","517","14.948","1.39800000000002","0","1.61750374951721","0.400431620226063","16.052285232",
"2/16/1994","-115","36.0624008178711","517","16.596","4.87200000000001","0","2.19560805317841","0.370419860980271","12.60320598",
"2/17/1994","-115","36.0624008178711","517","10.659","5.43000000000001","3.74565024","4.72652356623319","0.500840099877978","3.273077052",
"2/18/1994","-115","36.0624008178711","517","9.77800000000002","3.80900000000003","0.1304626824","4.51579176544473","0.552484729710469","15.427857168",
"2/19/1994","-115","36.0624008178711","517","8.03899999999999","0.911999999999978","0.0446319648","2.31026774892549","0.586529636560061","14.95614618",
"2/20/1994","-115","36.0624008178711","517","8.28500000000003","0.906000000000006","0.827408232","2.36188204286688","0.538749954638093","8.474394528",
"2/21/1994","-115","36.0624008178711","517","10.593","2.505","0.175094784","1.09619928719676","0.593676606254742","16.158202272",
"2/22/1994","-115","36.0624008178711","517","11.498","1.48500000000001","0","2.63451467843571","0.431004351465188","17.76391398",
"2/23/1994","-115","36.0624008178711","517","9.726","-1.11200000000002","0","1.73585382699789","0.439989884815447","18.111887568",
"2/24/1994","-115","36.0624008178711","517","14.646","0.33499999999998","0","1.00072812008734","0.348081663268906","18.001068552",
"2/25/1994","-115","36.0624008178711","517","17.818","3.14600000000002","0","1.69972431852947","0.350104466328903","18.34616466",
"2/26/1994","-115","36.0624008178711","517","18.816","5.89999999999998","0","3.00129078025726","0.262406804047915","17.505677952",
"2/27/1994","-115","36.0624008178711","517","17.823","5.827","0","1.82398300542301","0.414264238276349","18.01968804",
"2/28/1994","-115","36.0624008178711","517","16.006","5.68700000000001","0","3.41081391249919","0.402753955086909","18.786266928",
"3/1/1994","-115","36.0624008178711","517","17.014","5.053","0","2.370927167021","0.450197108268082","18.728152632",
"3/2/1994","-115","36.0624008178711","517","19.277","6.16399999999999","0","2.04065380400451","0.453823002351109","18.995624928",
