"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"1/1/1994","101.875","36.6869010925293","2295","0.363999999999976","-11.56","0","4.38374114456899","0.374934057543313","12.32926632",
"1/2/1994","101.875","36.6869010925293","2295","-0.805999999999983","-11.461","0","1.85368720335905","0.375818302004366","10.97634672",
"1/3/1994","101.875","36.6869010925293","2295","0.891999999999996","-12.281","0","2.24408024825849","0.477344238602989","12.35992932",
"1/4/1994","101.875","36.6869010925293","2295","-3.72699999999998","-11.324","0.2918242584","1.60440957114536","0.66278608812005","7.1960643",
"1/5/1994","101.875","36.6869010925293","2295","-2.262","-12.913","0","4.1174724436946","0.486244339593308","12.4981821",
"1/6/1994","101.875","36.6869010925293","2295","-6.71300000000002","-12.722","0.2077103016","1.97485260325865","0.707380882989265","10.9724049",
"1/7/1994","101.875","36.6869010925293","2295","-3.53399999999999","-13.69","0","5.00335439971914","0.531724230876181","12.65050728",
"1/8/1994","101.875","36.6869010925293","2295","-5.45400000000001","-13.222","0","6.64734312025149","0.562379214292828","13.20873552",
"1/9/1994","101.875","36.6869010925293","2295","-4.33699999999999","-14.093","0","2.9598823250592","0.59091904220404","12.98941218",
"1/10/1994","101.875","36.6869010925293","2295","-1.69499999999999","-14.354","0","3.97224054852246","0.542368412177211","12.70637532",
"1/11/1994","101.875","36.6869010925293","2295","-2.34699999999998","-12.429","0","2.69366074353289","0.470021332137613","10.8091683",
"1/12/1994","101.875","36.6869010925293","2295","-2.66699999999997","-14.017","0.0411987384","2.27497147746595","0.647513098406679","12.4077969",
"1/13/1994","101.875","36.6869010925293","2295","-2.66500000000002","-13.946","0","2.77234728232478","0.471311617530229","12.98728638",
"1/14/1994","101.875","36.6869010925293","2295","-1.38600000000002","-12.864","0","4.37460678237368","0.449876398464844","13.20856902",
"1/15/1994","101.875","36.6869010925293","2295","1.685","-11.46","0","3.53716151411047","0.47942762898835","12.7860705",
"1/16/1994","101.875","36.6869010925293","2295","-10.904","-15.228","0.6145478784","4.49069200057016","0.641284168299915","8.08762482",
